folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Django Django\Django Django - Born Under Saturn (2015),Django Django,Born Under Saturn,Indie Rock,13,,
Y:\Django Django\Django Django - Django Django (2012),Django Django,Django Django,,13,,
Y:\Django Django\Django Django - Marble Skies (2018),Django Django,Marble Skies,Blues,10,,
Y:\Django Reinhardt\Django_Reinhardt_-_Jazz_In_Paris_[Box_Set]_(1935),Django Reinhardt,Jazz In Paris [Box Set] [CD 11]: Django Et Compagnie,,76,Jazz,
Y:\Django Reinhardt\Django Reinhardt - Jazz In Paris [Box Set](1951),Django Reinhardt,Jazz In Paris [Box Set] [CD 90]: Nuits De Saint-Germain-des-Pres,,12,Jazz,
Y:\Dmitri Shostakovich\Dmitri Shostakovich - Kim Kashkashian (2016),"Dmitri Shostakovich, Lera Auerbach, Kim Kashkashian",Arcanum,Blues,28,,
Y:\DMX\DMX - Flesh Of My Flesh Blood Of My Blood (1998),DMX,Flesh Of My Flesh Blood Of My Blood,,16,,
Y:\Dolly Parton,Dolly Parton,"Dolly (4CD, Box-Set) [CD 1]",,99,,
Y:\Don Cherry\Don Cherry - Brown Rice (1988),Don Cherry,Brown Rice,,4,,
Y:\Don Mclean\Don Mclean - American Pie (1971),Don Mclean,American Pie,,12,,
Y:\Don Redman Orchestra\Don Redman Orchestra - Big Bands Of The Swingin' Years Don Redman Orchestra (Digitally Remastered) (2010),Don Redman Orchestra,Big Bands Of The Swingin' Years: Don Redman Orchestra (Digitally Remastered),,8,,
Y:\Compilations\Various Artists - Blue Note Trip 1 (2003),Donald Byrd,Blue Note Trip 1 (CD 2): Sunday Morning,,29,,
Y:\Donna Summer\The Summer Collection_ Greatest Hits (1985),Donna Summer,The Summer Collection: Greatest Hits,Blues,10,,
Y:\Donovan\Donovan - A Gift From A Flower To A Garden (1967),Donovan,A Gift From A Flower To A Garden,,22,,
Y:\Donovan\Donovan - Barabajagal (1969),Donovan,Barabajagal,,10,,
"Y:\Donovan\Donovan - HMS Donovan (Remastered, 2009) (1967)",Donovan,"HMS Donovan (Remastered, 2009)",,28,,
Y:\Donovan\Donovan - Mellow Yellow (1967),Donovan,Mellow Yellow,,10,,
Y:\Donovan\Donovan - Sunshine Superman (Special Edition) (2011),Donovan,Sunshine Superman (Special Edition) [CD 1],,34,,
Y:\Donovan\Donovan - The Hurdy Gurdy Man (1968),Donovan,The Hurdy Gurdy Man,,13,,
Y:\Compilations\Various Artists - The Rough Guide To The Music Of Louisiana (2002),Dr Michael White,The Rough Guide To The Music Of Louisiana,,15,,
Y:\Dr. John\Dr. John - Dr. John's Gumbo (1972),Dr. John,Dr. John's Gumbo,,12,,
Y:\Dr. John\Dr. John - Gris-Gris (1968),Dr. John,Gris-Gris,,7,,
Y:\Dr. John\Dr. John - In the Right Place (2018),Dr. John,In the Right Place,,11,,
Y:\Dr. Octagon\Dr. Octagon - Dr. Octagonecologyst (1997),Dr. Octagon,Dr. Octagonecologyst,East Coast,20,,
Y:\Holger Czukay\Holger Czukay - Dr. Walker (1997),"Dr. Walker, Holger Czukay",Clash [Disc 1],,9,,
Y:\Drexciya\Drexciya - Journey Of The Deep Sea Dweller II (2012),Drexciya,Journey Of The Deep Sea Dweller II (cat #: Clone Classic Cuts – CC023CD),,13,Electronic,
Y:\Drexciya\Drexciya - Journey Of The Deep Sea Dweller IV (2013),Drexciya,Journey Of The Deep Sea Dweller IV,,16,Electronic,
Y:\Dub Narcotic Sound System\Dub Narcotic Sound System - Boot Party (1996),Dub Narcotic Sound System,Boot Party (Cat #: K ‎– KLP 040),,10,,
Y:\Dub Narcotic Sound System\Dub Narcotic Sound System - Sideways Soul ...Meets The Jon Spencer Blues Explosion In A Dancehall Style! (1999),Dub Narcotic Sound System,Sideways Soul ...Meets The Jon Spencer Blues Explosion In A Dancehall Style! (Cat #: K ‎– KLP 103),,9,,
Y:\Charles Mingus\Charles Mingus - Duke Ellingtom (1963),"Duke Ellingtom, Charles Mingus, Mayx Roach",Money Jungle,,7,,
Y:\Duke Ellington\Duke Ellington - ...And His Mother Called Him Bill (1967),Duke Ellington,...And His Mother Called Him Bill,Blues,16,,
Y:\Duke Ellington\Duke Ellington - Anatomy of a Murder (1959),Duke Ellington,Anatomy of a Murder,,26,,
Y:\Duke Ellington\Duke Ellington - Duke Ellington And His Famous Orchestra (1932-1941) (1990),Duke Ellington,Duke Ellington And His Famous Orchestra (1932-1941),,23,,
Y:\Duke Ellington\Duke Ellington - Ellington At Newport (1956),Duke Ellington,Ellington At Newport,,40,,
Y:\Duke Ellington\Duke Ellington - Ellington Uptown (1947-1952) (2004),Duke Ellington,Ellington Uptown (1947-1952),,13,,
Y:\Duke Ellington\Duke Ellington - Masterpieces 1926-1949  Mood Indigo (2001),Duke Ellington,Masterpieces 1926-1949  Mood Indigo (CD 1),,24,,
Y:\Duke Ellington\Duke Ellington - Masterpieces 1926-1949 In A Sentimental Mood (2001),Duke Ellington,Masterpieces 1926-1949 In A Sentimental Mood (CD 2),,21,,
Y:\Duke Ellington\Duke Ellington - Masterpieces 1926-1949 Ko-Ko (2001),Duke Ellington,Masterpieces 1926-1949 Ko-Ko (CD 3),,25,,
Y:\Duke Ellington\Duke Ellington - Masterpieces 1926-1949 Take The A-Train (2001),Duke Ellington,Masterpieces 1926-1949 Take The A-Train (CD 4),,23,,
Y:\Duke Ellington\Duke Ellington - Piano Reflections (1953),Duke Ellington,Piano Reflections,,15,,
Y:\Duke Ellington\Duke Ellington - Take The 'A' Train (1993),Duke Ellington,Take The 'A' Train,,16,,
Y:\Duke Ellington\Duke Ellington - The Carnegie Hall Concerts (January 1943) (2CD) (1977),Duke Ellington,The Carnegie Hall Concerts (January 1943) (2CD) [CD 1],,13,,
Y:\Duke Ellington\Duke Ellington - The Great Paris Concert (1963),Duke Ellington,The Great Paris Concert (CD 1),,43,,
"Y:\Duke Ellington\Duke Ellington - The Mooche (Remastered, 2009) (1948)",Duke Ellington,"The Mooche (Remastered, 2009)",,25,,
Y:\Duke Ellington\Duke Ellington - His Orchestra (1967),"Duke Ellington, His Orchestra","Far East Suite (2011, Remastered)",,16,,
Y:\Duke Ellington\Duke Ellington - John Coltrane (1962),"Duke Ellington, John Coltrane",Duke Ellington & John Coltrane,,7,,
Y:\Dungen\Dungen - 4 (2008),Dungen,4,,10,,
Y:\Dungen\Dungen - Allas Sak (2015),Dungen,Allas Sak,Psychedelic,10,,
Y:\Dungen\Dungen - Ta Det Lugnt (2004),Dungen,Ta Det Lugnt,,13,,
Y:\Compilations\Various Artists - LateNightTales Bonobo (2013),Dustin O'halloran,LateNightTales: Bonobo,,21,,
Y:\Dusty Springfield\Dusty Springfield - Dusty In Memphis (1969),Dusty Springfield,Dusty In Memphis (Deluxe Edition),,14,,
Y:\Compilations\Various Artists - Berghain 04 Mixed by Ben Klock (2010),DVS1,Berghain 04 Mixed by Ben Klock,,19,,
Y:\Bob Dylan\Bob Dylan - The Bootleg Series Vol. 1-3 (1991),"Dylan, Bob",The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991 [Disc 1],,22,,
Y:\Earl Scruggs\Earl Scruggs - Foggy Mountain Jamboree (1996),Earl Scruggs,Foggy Mountain Jamboree,,12,,
"Y:\Earth, Wind & Fire\Earth, Wind & Fire - Now, Then & Forever (Deluxe Version) (2013)","Earth, Wind & Fire","Now, Then & Forever (Deluxe Version)",,18,,
Y:\Easy Star All-Stars\Easy Star All-Stars - Easy Star's Lonely Hearts Dub Band (2009),Easy Star All-Stars,Easy Star's Lonely Hearts Dub Band,,13,,
Y:\Easy Star All-Stars\Easy Star All-Stars - Radiodread (cat # Easy Star Records – ES (2006),Easy Star All-Stars,Radiodread (cat #: Easy Star Records – ESCD15),,14,,
Y:\Ebo Taylor\Ebo Taylor - Love & Death (2010),Ebo Taylor,Love & Death,,8,,
Y:\Echo & The Bunnymen\Echo & The Bunnymen - Heaven Up Here (1990),Echo & The Bunnymen,Heaven Up Here,,11,,
"Y:\Echo & The Bunnymen\Echo & The Bunnymen - Porcupine (2003, Remaster) (1983)",Echo & The Bunnymen,"Porcupine (2003, Remaster)",Blues,17,,
Y:\Echo & The Bunnymen\Echo & The Bunnymen - Crocodiles (Remastered) (2003),Echo And The Bunnymen,Crocodiles (Remastered),,13,,
Y:\Echo & The Bunnymen\Echo & The Bunnymen - Ocean Rain (Collectors Edition) (2CD)(2008),Echo And The Bunnymen,Ocean Rain (Collectors Edition) (2CD),,29,,
Y:\Eddie Cochran\Eddie Cochran - Eddie Cochran (2009),Eddie Cochran,Eddie Cochran,,20,,
Y:\Eddie Cochran\Eddie Cochran - Singin' To My Baby '57  Never To Be Forgotten '62 (1993),Eddie Cochran,Singin' To My Baby '57 / Never To Be Forgotten '62 (cat #: EMI - 0777-7-80240-2 6),,24,,
Y:\Eddie Lockjaw Davis\Eddie Lockjaw Davis - Jazz at the Philharmonic (1995),Eddie Lockjaw Davis,Jazz at the Philharmonic,,8,Jazz,
Y:\Eddy Grant\Eddy Grant - Best of Eddy Grant (1998),Eddy Grant,Best of Eddy Grant,,16,,
Y:\Egg\Egg - Albumen (1996),Egg,Albumen,,11,,
Y:\Compilations\Various Artists - Analog Africa No. 5 Legends of Benin (2009),El Rego Et Ses Commandos,Analog Africa No. 5 Legends of Benin,,14,,
Y:\Elastica\Elastica - Elastica (1995),Elastica,Elastica,,16,,
Y:\Electronic\Electronic - Electronic (1991),Electronic,Electronic,,11,,
Y:\Elizabeth Cotten\Elizabeth Cotten - Live! (2009),Elizabeth Cotten,Live!,Adult Contemporary,11,,
Y:\Ella Fitzgerald\Ella Fitzgerald - Mack The Knife The Complete Ella In Berlin (1960),Ella Fitzgerald,Mack The Knife: The Complete Ella In Berlin,Jazz,19,,
Y:\Ella Fitzgerald & Louis Armstrong\Ella Fitzgerald & Louis Armstrong - Ella And Louis Again (1957),Ella Fitzgerald & Louis Armstrong,Ella And Louis Again [CD 2],,19,,
Y:\Duke Ellington\Duke Ellington - Ella Fitzgerald (1966),"Ella Fitzgerald, Duke Ellington",Cote d'Azur Concerts On Verve (disc 6),Jazz,110,,
Y:\Ella Fitzgerald\Ella Fitzgerald - Louis Armstrong (1997),"Ella Fitzgerald, Louis Armstrong",Porgy & Bess (1957),Jazz,15,,
Y:\Ellen Allien\Ellen Allien - Berlinette (2003),Ellen Allien,Berlinette,,11,,
Y:\Ellen Allien\Ellen Allien - Various Artists (2004),Ellen Allien,My Parade,,13,,
Y:\Elliott Smith\Elliott Smith - Either _ Or(1997),Elliott Smith,Either / Or,,12,,
Y:\Elliott Smith\Elliott Smith - Elliott Smith(1995),Elliott Smith,Elliott Smith,,12,,
Y:\Elliott Smith\Elliott Smith - Figure 8(2000),Elliott Smith,Figure 8,,16,,
Y:\Elliott Smith\Elliott Smith - From A Basement On The Hill (2004),Elliott Smith,From A Basement On The Hill,,15,,
Y:\Elliott Smith\Elliott Smith - New Moon (2007),Elliott Smith,New Moon [CD 1],,24,,
Y:\Elliott Smith\Elliott Smith - Roman Candle(1994),Elliott Smith,Roman Candle,,9,,
Y:\Elliott Smith\Elliott Smith - XO(1998),Elliott Smith,XO,,14,,
Y:\Elvin Jones\Elvin Jones - On the Mountain (reissue) (2005),Elvin Jones,On the Mountain (reissue),,6,,
"Y:\Elvis Costello\Elvis Costello - King Of America (1995, Remaster) (1986)",Elvis Costello,"King Of America (1995, Remaster)",Blues,26,,
Y:\Elvis Costello\Elvis Costello - My Aim Is True (2001 - Rhino) (1977),Elvis Costello,My Aim Is True (2001 - Rhino),Blues,26,,
Y:\Elvis Costello\Elvis Costello - The Best Of Elvis Costello The First 10 Years (2007),Elvis Costello,The Best Of Elvis Costello: The First 10 Years,Blues,22,,
Y:\Elvis Costello\Elvis Costello - This Year's Model (2002 - Rhino) (1978),Elvis Costello,This Year's Model (2002 - Rhino) [CD 1],Blues,25,,
Y:\Elvis Costello\Elvis Costello - Burt Bacharach (1998),"Elvis Costello, Burt Bacharach",Painted From Memory,,12,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1979),"Elvis Costello, the Attractions",Armed Forces,,21,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1986),"Elvis Costello, the Attractions",Blood And Chocolate,,18,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1980),"Elvis Costello, the Attractions",Get Happy!!,,31,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1984),"Elvis Costello, the Attractions",Goodbye Cruel World,,23,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1982),"Elvis Costello, the Attractions",Imperial Bedroom,,15,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1983),"Elvis Costello, the Attractions",Punch the Clock (2003 - Rhino) [CD 2],Blues,39,,
Y:\Elvis Costello\Elvis Costello - the Attractions (1981),"Elvis Costello, the Attractions",Trust,,23,,
Y:\Elvis Presley\Elvis Presley - 30 #1 Hits (2002),Elvis Presley,30 #1 Hits,Other,31,,
Y:\Elvis Presley\Elvis Presley - 50_000_000 Elvis Fans Can_t Be Wrong (Remastered_ 1997)(1959),Elvis Presley,"50,000,000 Elvis Fans Can't Be Wrong (Remastered, 1997)",,20,,
Y:\Elvis Presley\Elvis Presley - Elvis 56 (1956),Elvis Presley,Elvis 56,,22,,
Y:\Elvis Presley\Elvis Aaron Presley (1998),Elvis Presley,Elvis Aaron Presley,,3,,
Y:\Elvis Presley\Elvis Presley - Elvis' Christmas Album (1957),Elvis Presley,Elvis' Christmas Album,,12,,
Y:\Elvis Presley\Elvis Presley (1997),Elvis Presley,Elvis Presley,,3,,
Y:\Elvis Presley\Elvis_ The 100 Top Hits Collection (1997),Elvis Presley,Elvis: The 100 Top Hits Collection,,1,,
Y:\Elvis Presley\Elvis Presley - Good Rocking Tonight (Original Sound) (1955),Elvis Presley,Good Rocking Tonight (Original Sound),Rock,8,,
Y:\Elvis Presley\Mega Elvis_ The Essential Collection (1995),Elvis Presley,Mega Elvis: The Essential Collection,,1,,
Y:\Elvis Presley\Elvis Presley - NBC-TV Special(1969),Elvis Presley,NBC-TV Special,,8,,
Y:\Elvis Presley\Elvis Presley - Back in Memphis(1969),Elvis Presley,"Original Elvis Collection (50CD, Box-Set) [CD 33]: 1969, Back In Memphis",,10,,
Y:\Elvis Presley\Elvis Presley - Rock_ n_ roll N°2 (1956) [Original Sound](1956),Elvis Presley,Rock' n' roll N°2 (1956) [Original Sound],Rock,12,,
Y:\Elvis Presley\The Elvis Presley Collection_ From the Heart (1998),Elvis Presley,The Elvis Presley Collection: From the Heart,,1,,
Y:\Elvis Presley\The Elvis Presley Collection_ The Rocker (1998),Elvis Presley,The Elvis Presley Collection: The Rocker,,2,,
Y:\Elvis Presley\The Essential Elvis Presley (2007),Elvis Presley,The Essential Elvis Presley,,8,,
"Y:\_Untagged\The Essential Elvis Presley (3CD) (Remastered, 2009) (1997)",Elvis Presley,"The Essential Elvis Presley (3CD) (Remastered, 2009)",,17,,
Y:\Elvis Presley\The Legendary Elvis Presley (1997),Elvis Presley,The Legendary Elvis Presley,,1,,
Y:\Elvis Presley\The Original Elvis Presley Collection (1996),Elvis Presley,The Original Elvis Presley Collection,,11,,
Y:\Elvis Presley\Elvis Presley - Viva Las Vegas (2CD)(2007),Elvis Presley,Viva Las Vegas (2CD),,38,,
Y:\Embrace\Embrace - All You Good Good People (EP) (1997),Embrace,All You Good Good People EP,,8,,
Y:\Embrace\Embrace - Fireworks (EP) (1997),Embrace,Fireworks EP,,4,,
Y:\Embrace\Embrace - The Good Will Out (1998),Embrace,The Good Will Out,Blues,14,,
Y:\Compilations\Various Artists - Berghain 05 (Mixed By Marcel Fengler) (2011),Emika (Nt),Berghain 05 (Mixed By Marcel Fengler),,19,,
Y:\Eminem\Eminem - The Marshall Mathers LP (2012_ Reissue) (cat #_ Aftermath Entertainment _– UICY-20342)(2000),Eminem,"The Marshall Mathers LP (2012, Reissue) (cat #: Aftermath Entertainment ‎– UICY-20342)",,18,,
Y:\Empress Of\Empress Of - Me (2015),Empress Of,Me,,10,,
Y:\Ennio Morricone\Ennio Morricone - A Fistful of Dollars (2004),Ennio Morricone,A Fistful of Dollars,,8,,
Y:\Ennio Morricone\Ennio Morricone - Crime And Dissonance (2009),Ennio Morricone,Crime And Dissonance,Blues,30,,
"Y:\Ennio Morricone\Ennio Morricone - Ennio Morricone The Best, Volume 1 (2012)",Ennio Morricone,"Ennio Morricone The Best, Volume 1",Score,16,,
"Y:\Ennio Morricone\Ennio Morricone - Ennio Morricone The Best, Volume 2 (2012)",Ennio Morricone,"Ennio Morricone The Best, Volume 2",Score,16,,
Y:\#recycle\Releases\release_1427064,Ennio Morricone,Ennio Morricone: Winter Walks,Classique,77,,
Y:\Ennio Morricone\Ennio Morricone_ Winter Walks (2024-01-11),Ennio Morricone,Ennio Morricone: Winter Walks,Classique,14,,
Y:\Ennio Morricone\Morricone at the Oscars (2021-04-23),Ennio Morricone,Morricone at the Oscars,Classique,1,,
Y:\Ennio Morricone\Ennio Morricone - Once Upon A Time In The West The Original Soundtrack Recording (1969),Ennio Morricone,Once Upon A Time In The West: The Original Soundtrack Recording,,13,,
Y:\Ennio Morricone\Ennio Morricone - Ripleys Game (2003),Ennio Morricone,Ripleys Game,,13,,
Y:\Ennio Morricone\Ennio Morricone - The Ennio Morricone Anthology A Fistful of Film Music (1995),Ennio Morricone,The Ennio Morricone Anthology: A Fistful of Film Music [CD 1],,43,,
Y:\Ennio Morricone\Ennio Morricone - The Good_ The Bad And The Ugly (Complete Edition)(2013),Ennio Morricone,"The Good, The Bad And The Ugly (Complete Edition) [CD 1]",,48,,
"Y:\Ennio Morricone\Ennio Morricone - The Good, The Bad and The Ugly (Expanded Version) (2004)",Ennio Morricone,"The Good, The Bad and The Ugly (Expanded Version)",,21,,
Y:\Ennio Morricone\Ennio Morricone - The Mission (1986),Ennio Morricone,The Mission,Soundtrack,20,,
Y:\Ennio Morricone\The Western Music Ennio Morricone - Christmas Collection (2017-11-24),Ennio Morricone,The Western Music Ennio Morricone - Christmas Collection,Soundtrack,25,,
Y:\Eno & Hyde\Eno & Hyde - High Life (2014),Eno & Hyde,High Life,,6,,
"Y:\Eric Burdon & The Animals\Eric Burdon & The Animals - The Twain Shall Meet (2013, Remaster - Japan) (1968)",Eric Burdon & The Animals,"The Twain Shall Meet (2013, Remaster - Japan)",,11,,
Y:\Luciano Pavarotti\Luciano Pavarotti - Various Artists (1996),Eric Clapton & Luciano Pavarotti,Luciano Pavarotti & Friends For War Child,,17,,
Y:\Eric Dolphy\Eric Dolphy - Last Date (2018),Eric Dolphy,Last Date,,6,,
Y:\Eric Dolphy\Eric Dolphy - Out There (1960),Eric Dolphy,Out There,,7,,
Y:\Eric Dolphy\Eric Dolphy - Out To Lunch (1964),Eric Dolphy,Out To Lunch,,5,,
Y:\Eric Dolphy\Eric Dolphy - Outward Bound (1960),Eric Dolphy,Outward Bound,,6,,
Y:\Eric Dolphy\Eric Dolphy - The Complete Prestige Recordings (1995),Eric Dolphy,The Complete Prestige Recordings (CD 4) (Box Set),,75,,
Y:\Eric Dolphy\Eric Dolphy - Booker Little (1960),"Eric Dolphy, Booker Little",Far Cry,,8,,
Y:\Eric Dolphy\Eric Dolphy - Booker Little Quintet (1961),"Eric Dolphy, Booker Little Quintet","At The Five Spot (Complete Edition) (2012, Remastered) [CD 1]",Blues,10,,
Y:\Eric Dolphy\Eric Dolphy - John Lewis (2008),"Eric Dolphy, John Lewis",Play Kurt Weill,,13,,
Y:\Erik Satie\Erik Satie - Best Of (2010),Erik Satie,Best Of,,31,,
Y:\Erik Satie\Erik Satie - Oeuvres Pour Piano (2006),Erik Satie,Oeuvres Pour Piano,,23,,
Y:\Compilations\Various Artists - Fabriclive 77. Erol Alkan (2014),Erol Alkan,Fabriclive 77. Erol Alkan (cat #: Fabric Records - FABRIC154),,20,,
Y:\Erroll Garner\Erroll Garner - Concert By The Sea (1969),Erroll Garner,Concert By The Sea (CD 19),,11,,
Y:\Esperanza Spalding\Esperanza Spalding - Emily's D+Evolution (Deluxe Edition) (2016),Esperanza Spalding,Emily's D+Evolution (Deluxe Edition),Jazz-Pop,14,,
Y:\Esperanza Spalding\Esperanza Spalding - Exposure  Undeveloped (2017),Esperanza Spalding,Exposure / Undeveloped [CD 1],Blues,20,,
Y:\Espers\Espers - Espers (2004),Espers,Espers,,8,,
Y:\Essaie Pas\Essaie Pas - Demain Est Une Autre Nuit (2016),Essaie pas,Demain est une autre nuit,Synthpop,8,,
Y:\Eternal Tapestry\Eternal Tapestry - A World Out of Time (2012),Eternal Tapestry,A World Out of Time,,8,,
Y:\Eternal Tapestry\Eternal Tapestry - Beyond The 4th Door (2011),Eternal Tapestry,Beyond The 4th Door,Rock,5,,
Y:\Compilations\Various Artists - Classic Sounds of New Orleans from Smithsonian Folkways (2010),Eureka Brass Band,Classic Sounds of New Orleans from Smithsonian Folkways,,26,,
Y:\Evan Parker\Evan Parker - House Full Of Floors (2009),Evan Parker,House Full Of Floors,,9,,
Y:\Evan Parker\Evan Parker - The Snake Decides (1986),Evan Parker,The Snake Decides,,4,,
Y:\Evan Parker\Evan Parker - Eddie Prevost (1997),"Evan Parker, Eddie Prevost",Most Materiall,,9,,
Y:\Evan Parker\Evan Parker - Joe McPhee (2002),"Evan Parker, Joe McPhee",Chicago Tenor Duets,,11,,
Y:\Evan Parker\Evan Parker - Uwe Oberg (2009),"Evan Parker, Uwe Oberg",Full Bloom,,6,,
Y:\Evil Nine\Evil Nine - FabricLive 28 (2006),Evil Nine,FabricLive 28,,17,,
Y:\Explosions In The Sky\Explosions In The Sky - The Earth Is Not A Cold Dead Place (2003),Explosions In The Sky,The Earth Is Not A Cold Dead Place,,5,,
"Y:\Explosions In The Sky\Explosions In The Sky - Those Who Tell The Truth Shall Die, Those Who Tell The Truth Shall Live Forever (2001)",Explosions In The Sky,"Those Who Tell The Truth Shall Die, Those Who Tell The Truth Shall Live Forever",,6,,
Y:\DJ EZ\DJ EZ - Various Artists (2013),EZ,Fabriclive 71,,32,,
Y:\Fabienne Delsol\Fabienne Delsol - On My Mind(2010),Fabienne Delsol,On My Mind,,12,,
Y:\Fabric 29\Fabric 29 - Tiefschwarz (2006),Fabric 29,Tiefschwarz,,14,,
Y:\Fabriclive 06\Fabriclive 06 - Grooverider (2002),Fabriclive 06,Grooverider,,18,,
Y:\Fabriclive 07\Fabriclive 07 - John Peel (2002),Fabriclive 07,John Peel,,24,Rock,
Y:\Fabriclive 10\Fabriclive 10 - Fabio (2003),Fabriclive 10,Fabio,Electronic,15,,
Y:\Bugz in the Attic\Bugz in the Attic - Fabriclive 12 (2003),Fabriclive 12,Bugz In The Attic,,14,,
Y:\Fabriclive 14\Fabriclive 14 - DJ Spinbad (2004),Fabriclive 14,DJ Spinbad,,27,,
Y:\Fabriclive 20\Fabriclive 20 - Joe Ransom (2004),Fabriclive 20,Joe Ransom,,17,,
"Y:\Fairport Convention\Fairport Convention - Liege & Lief (2002, Remaster) (1969)",Fairport Convention,"Liege & Lief (2002, Remaster)",,10,,
Y:\Fairport Convention\Fairport Convention - Unhalfbricking (1969),Fairport Convention,Unhalfbricking,,8,,
Y:\Fairport Convention\Fairport Convention - What We Did on Our Holidays (1968),Fairport Convention,What We Did on Our Holidays,,12,,
Y:\Fake Blood\Fake Blood - Various Artists (2013),Fake Blood,Fabriclive 69,House/Techno,30,,
Y:\Fall\Fall - Code Selfish (1992),Fall,Code: Selfish,,12,,
Y:\Fall\Fall - Live At The Phoenix Festival (2003),Fall,Live at the Phoenix Festival,,13,,
Y:\Fall\Fall - New Facts Emerge (2017),Fall,New Facts Emerge,Blues,11,,
"Y:\Fall\Fall - Singles 1978 - 2016 (7CD, Box-Set) (2017)",Fall,"Singles 1978 - 2016 (7CD, Box-Set) [CD 6]",Blues,117,,
Y:\Fall\Fall - The Complete Peel Sessions 1978 - 2004 (2005),Fall,The Complete Peel Sessions 1978 - 2004 (Disc 5),,97,,
Y:\Fat White Family\Fat White Family - Champagne Holocaust (2013),Fat White Family,Champagne Holocaust,,11,,
Y:\Fat White Family\Fat White Family - Serfs Up! (2019),Fat White Family,Serfs Up!,Rock,10,,
Y:\Fat White Family\Fat White Family - Songs For Our Mothers (2016),Fat White Family,Songs For Our Mothers,Psychedelic Rock / Garage Rock / Lo-Fi,10,,
Y:\Father John Misty\Father John Misty - Fear Fun (2012),Father John Misty,Fear Fun,Blues,12,,
"Y:\Father John Misty\Father John Misty - I Love You, Honeybear (2015)",Father John Misty,"I Love You, Honeybear",Blues,11,,
Y:\Father John Misty\Father John Misty - Pure Comedy (2017),Father John Misty,Pure Comedy,Indie,13,,
Y:\Faust\Faust - Faust  So Far (2000),Faust,Faust / So Far,Blues,12,,
Y:\Faust\Faust - Faust IV (1973),Faust,Faust IV,,8,,
Y:\Fela Kuti\Fela Kuti - Anthology 1 (2CD) (2007),Fela Kuti,Anthology 1 (2CD),,16,,
Y:\Fela Ransome Kuti\Fela Ransome Kuti - Lagos Baby 1963-1969 (2008),Fela Ransome Kuti,Lagos Baby 1963-1969,,39,,
Y:\Felix da Housecat\He Was King (2009),Felix da Housecat,He Was King,,12,,
Y:\Felix da Housecat\Narrative of Thee Blast Illusion (2015-07-10),Felix da Housecat,Narrative of Thee Blast Illusion,Electro,11,,
Y:\#recycle\Releases\release_234746,Felix da Housecat,Ready 2 Wear,,3,,
Y:\#recycle\Releases\release_176978,Felix da Housecat,Tweak,,3,,
"Y:\FERRY, Bryan\FERRY, Bryan - Olympia Remixes (2011)","FERRY, Bryan",Olympia Remixes,,31,,
Y:\Fever Ray\Fever Ray - Fever Ray (2009),Fever Ray,Fever Ray,,10,,
Y:\Fever Ray\Fever Ray - Plunge (2017),Fever Ray,Plunge,,11,,
Y:\Fila Brazillia\Fila Brazillia - Luck Be a Weirdo Tonight(1997),Fila Brazillia,Luck Be a Weirdo Tonight,,11,,
Y:\Fila Brazillia\Fila Brazillia - Power Clown(1998),Fila Brazillia,Power Clown,,13,,
Y:\First Aid Kit\First Aid Kit - Ruins (2018),First Aid Kit,Ruins,,10,,
Y:\Flat Duo Jets\Flat Duo Jets - Two Headed Cow (2008),Flat Duo Jets,Two Headed Cow,,18,,
Y:\Fleetwood Mac\Fleetwood Mac - Fleetwood Mac (1975),Fleetwood Mac,Fleetwood Mac,Blues,11,,
Y:\Fleetwood Mac\Fleetwood Mac - Mirage (1982),Fleetwood Mac,Mirage,,12,,
"Y:\Fleetwood Mac\Fleetwood Mac - Peter Green's Fleetwood Mac (2004, Remaster) (1968)",Fleetwood Mac,"Peter Green's Fleetwood Mac (2004, Remaster)",Blues,19,,
Y:\Fleetwood Mac\Fleetwood Mac - tusk (1979),Fleetwood Mac,tusk,,20,,
Y:\Floating Points\Floating Points - Elaenia (2015),Floating Points,Elaenia,Electronic,7,,
Y:\Flying Lotus\Flying Lotus - Cosmogramma (2010),Flying Lotus,Cosmogramma,,17,,
Y:\Flying Lotus\Flying Lotus - Los Angeles (2008),Flying Lotus,Los Angeles,,17,,
Y:\Flying Lotus\Flying Lotus - Until The Quiet Comes (2012),Flying Lotus,Until The Quiet Comes,,18,,
Y:\Flying Lotus\Flying Lotus - You're Dead! (2014),Flying Lotus,You're Dead!,Electronic,19,,
Y:\Follakzoid\Follakzoid - Follakzoid (2009),Follakzoid,Follakzoid,Space Rock,5,,
Y:\Follakzoid\Follakzoid - II (2013),Follakzoid,II,,5,,
Y:\Follakzoid\Follakzoid - III (2015),Follakzoid,III,Krautrock,4,,
Y:\(2019) Fontaines D.C. - Dogrel [FLAC],Fontaines D.C.,Dogrel,post-punk,11,,
Y:\Fontaines D.C. - Essentials (2022) Mp3 320kbps [PMEDIA] ⭐️,Fontaines D.C.,Fontaines D.C. Essentials,Alternative,13,,
