folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Baxter Dury\Baxter Dury - Prince Of Tears (2017),Baxter Dury,Prince Of Tears,Indie,10,,
Y:\Baxter Dury\Baxter Dury - The Night Chancers(2020),Baxter Dury,The Night Chancers,Indie Rock,10,,
"Y:\Beach Boys, The\15 Big Ones","Beach Boys, The",15 Big Ones,Pop,15,,
"Y:\Beach Boys, The\20_20","Beach Boys, The",20/20,Pop,12,,
"Y:\Beach Boys, The\All Summer Long","Beach Boys, The",All Summer Long,Pop,12,,
"Y:\Beach Boys, The\Beach Boys' Christmas Album","Beach Boys, The",Beach Boys' Christmas Album,Pop,12,,
"Y:\Beach Boys, The\Carl and the Passions – _So Tough_","Beach Boys, The","Carl and the Passions – ""So Tough""",Pop,8,,
"Y:\Beach Boys, The\Friends","Beach Boys, The",Friends,Pop,12,,
"Y:\Beach Boys, The\Holland","Beach Boys, The",Holland,Pop,9,,
"Y:\Beach Boys, The\Keepin' the Summer Alive","Beach Boys, The",Keepin' the Summer Alive,Pop,10,,
"Y:\Beach Boys, The\L.A. (Light Album)","Beach Boys, The",L.A. (Light Album),Pop,10,,
"Y:\Beach Boys, The\Little Deuce Coupe","Beach Boys, The",Little Deuce Coupe,Pop,12,,
"Y:\Beach Boys, The\Love You","Beach Boys, The",Love You,Pop,14,,
"Y:\Beach Boys, The\M.I.U. Album","Beach Boys, The",M.I.U. Album,Pop,12,,
"Y:\Beach Boys, The\Party","Beach Boys, The",Party,Pop,12,,
"Y:\Beach Boys, The\Pet Sounds","Beach Boys, The",Pet Sounds,Pop,13,,
"Y:\Beach Boys, The\Shut Down Vol. 2","Beach Boys, The",Shut Down Vol. 2,Pop,12,,
"Y:\Beach Boys, The\Smiley Smile","Beach Boys, The",Smiley Smile,Pop,11,,
"Y:\Beach Boys, The\Stars and Stripes, Vol. 1","Beach Boys, The","Stars and Stripes, Vol. 1",Pop,12,,
"Y:\Beach Boys, The\Still Cruisin'","Beach Boys, The",Still Cruisin',Pop,10,,
"Y:\Beach Boys, The\Summer Days And Summer Nights","Beach Boys, The",Summer Days And Summer Nights,Pop,12,,
"Y:\Beach Boys, The\Summer in Paradise","Beach Boys, The",Summer in Paradise,Pop,12,,
"Y:\Beach Boys, The\Sunflower","Beach Boys, The",Sunflower,Pop,12,,
"Y:\Beach Boys, The\Surfer Girl","Beach Boys, The",Surfer Girl,Pop,12,,
"Y:\Beach Boys, The\Surfin' Safari","Beach Boys, The",Surfin' Safari,Pop,12,,
"Y:\Beach Boys, The\Surfin' USA","Beach Boys, The",Surfin' USA,Pop,12,,
"Y:\Beach Boys, The\Surf's Up","Beach Boys, The",Surf's Up,Pop,10,,
"Y:\Beach Boys, The\That's Why God Made The Radio","Beach Boys, The",That's Why God Made The Radio,Pop,12,,
"Y:\Beach Boys, The\The Beach Boys","Beach Boys, The",The Beach Boys,Pop,12,,
"Y:\Beach Boys, The\Today!","Beach Boys, The",Today!,Pop,12,,
"Y:\Beach Boys, The\Wild Honey","Beach Boys, The",Wild Honey,Pop,11,,
Y:\Beach House\Beach House - Beach House (2006),Beach House,Beach House,,9,,
Y:\Beach House\Beach House - Bloom (2012),Beach House,Bloom,,10,,
Y:\Beach House\Beach House - Depression Cherry (2015),Beach House,Depression Cherry,indie / dream pop,9,,
Y:\Beach House\Beach House - Devotion (2008),Beach House,Devotion,,11,,
Y:\Beach House\Beach House - Teen Dream(2010),Beach House,Teen Dream,Dream Pop,10,,
Y:\Beach House\Beach House - Thank You Lucky Stars (2015),Beach House,Thank Your Lucky Stars,Alternative,9,,
Y:\Beastie Boys\Beastie Boys - Check Your Head (1992),Beastie Boys,Check Your Head,,20,,
Y:\Beastie Boys\Beastie Boys - Hello Nasty (1998),Beastie Boys,Hello Nasty,,22,,
Y:\Beastie Boys\Beastie Boys - Hot Sauce Committee Part Two (2011),Beastie Boys,Hot Sauce Committee Part Two,,17,,
Y:\Beastie Boys\Beastie Boys - Ill Communication (1994),Beastie Boys,Ill Communication,,20,,
"Y:\Beastie Boys\Beastie Boys - Licensed To Ill (2013, Remaster) (1986)",Beastie Boys,"Licensed To Ill (2013, Remaster)",,13,,
Y:\Beastie Boys\Beastie Boys - Paul's Boutique (1989),Beastie Boys,Paul's Boutique,,15,,
Y:\Beastie Boys\Beastie Boys - The Mix-Up (2007),Beastie Boys,The Mix-Up,,12,,
Y:\Beastie Boys\Beastie Boys - To The 5 Boroughs (2004),Beastie Boys,To The 5 Boroughs,,15,,
Y:\Beatles\Beatles - 1962 - 1966(1973),Beatles,1962 - 1966 [CD 1],,26,,
Y:\Beatles\Beatles - A Hard Day_s Night [2009 Mono Remaster](1964),Beatles,A Hard Day's Night [2009 Mono Remaster],,13,,
Y:\Beatles\Beatles - Beatles For Sale [2009 Mono Remaster](1964),Beatles,Beatles For Sale [2009 Mono Remaster],,14,,
Y:\Beatles\Beatles - Help! [2009 Mono Remaster](1965),Beatles,Help! [2009 Mono Remaster],,28,,
Y:\Beatles\Beatles - Love(2006),Beatles,Love,Blues,26,,
Y:\Beatles\Beatles - Magical Mystery Tour [2009 Mono Remaster](1967),Beatles,Magical Mystery Tour [2009 Mono Remaster],,11,,
Y:\Beatles\Beatles - Mono Masters_ Vol. 1 [2009 Mono Remaster](1988),Beatles,"Mono Masters, Vol. 1 [2009 Mono Remaster]",,18,,
Y:\Beatles\Beatles - Mono Masters_ Vol. 2 [2009 Mono Remaster](1988),Beatles,"Mono Masters, Vol. 2 [2009 Mono Remaster]",,16,,
Y:\Beatles\Beatles - Please Please Me [2009 Mono Remaster](1963),Beatles,Please Please Me [2009 Mono Remaster],,14,,
Y:\Beatles\Beatles - Revolver (Stereo - 2009 Remaster)(1966),Beatles,Revolver (Stereo - 2009 Remaster),,14,,
Y:\Beatles\Beatles - Revolver [2009 Mono Remaster](1966),Beatles,Revolver [2009 Mono Remaster],,14,,
Y:\Beatles\Beatles - Rubber Soul [2009 Mono Remaster](1965),Beatles,Rubber Soul [2009 Mono Remaster],,28,,
Y:\Beatles\Beatles - Sgt. Pepper_s Lonely Hearts Club Band [2009 Mono Remaster](1967),Beatles,Sgt. Pepper's Lonely Hearts Club Band [2009 Mono Remaster],,13,,
Y:\Beatles\Beatles - Sgt. Pepper_s Lonely Hearts Club Band [2009 Mono Remaster](1967) (1),Beatles,Sgt. Pepper's Lonely Hearts Club Band [2009 Mono Remaster],,13,,
Y:\Beatles\Beatles - The Beatles (White Album)  [2009 Mono Remaster](1968),Beatles,The Beatles (White Album) [Disc 1] [2009 Mono Remaster],,30,,
Y:\Beatles\Beatles - With The Beatles [2009 Mono Remaster](1963),Beatles,With The Beatles [2009 Mono Remaster],,14,,
Y:\Beck\Beck - Guero(2005),Beck,Guero,,13,,
Y:\Beck\Beck - Mellow Gold (Japan)(1994),Beck,Mellow Gold (Japan),Blues,12,,
Y:\Beck\Beck - Mellow Gold (Japan)(1994) (1),Beck,Mellow Gold (Japan),Blues,12,,
Y:\Beck\Beck - Midnite Vultures(1999),Beck,Midnite Vultures,,11,,
Y:\Beck\Beck - Modern Guilt(2008),Beck,Modern Guilt,Alt. Rock,10,,
Y:\Beck\Beck - Morning Phase(2014),Beck,Morning Phase,,13,,
Y:\Beck\Beck - Mutations(1998),Beck,Mutations,,13,,
Y:\Beck\Beck - Odelay (Japan)(1996),Beck,Odelay (Japan),Blues,14,,
Y:\Beck\Beck - The Information(2006),Beck,The Information,,15,,
Y:\Bedhead\Bedhead - Bedhead (1992-1998) (2014),Bedhead,Bedhead (1992-1998) [CD 4]: Singles / EPs / B-Sides,,45,,
Y:\Bee Gees\Bee Gees - Greatest (1979),Bee Gees,Greatest [CD 1],,20,,
Y:\Beirut\Beirut - Gulag Orkestar(2006),Beirut,Gulag Orkestar,,11,,
Y:\Beirut\Beirut - The Flying Club Cup(2007),Beirut,The Flying Club Cup,,13,,
Y:\Beirut\Beirut - The Rip Tide(2011),Beirut,The Rip Tide,,9,,
Y:\Compilations\Various Artists - Hard to Find 45s on CD - Volume 4 The Late Fifties (1999),Bell Notes,Hard to Find 45s on CD - Volume 4: The Late Fifties,,20,,
Y:\Belle & Sebastian\Belle & Sebastian - Dear Catastrophe Waitress (2003),Belle & Sebastian,Dear Catastrophe Waitress,,12,,
Y:\Belle & Sebastian\Belle & Sebastian - Fold Your Hands Child_ You Walk Like A Peasant(2000),Belle & Sebastian,"Fold Your Hands Child, You Walk Like A Peasant",,11,,
Y:\Belle & Sebastian\Belle & Sebastian - If You_re Feeling Sinister(1996),Belle & Sebastian,If You're Feeling Sinister,,10,,
Y:\Belle & Sebastian\Belle & Sebastian - Peel XMas Session 18-12-2002 (2002),Belle & Sebastian,Peel XMas Session 18-12-2002,,15,,
Y:\Belle & Sebastian\Belle & Sebastian - Storytelling(2002),Belle & Sebastian,Storytelling,,18,,
Y:\Belle & Sebastian\Belle & Sebastian - The BBC Sessions (2008),Belle & Sebastian,The BBC Sessions [CD 1],,26,,
Y:\Belle & Sebastian\Belle & Sebastian - The Boy With The Arab Strap(1998),Belle & Sebastian,The Boy With The Arab Strap,,12,,
Y:\Belle & Sebastian\Belle & Sebastian - The Third Eye Centre(2013),Belle & Sebastian,The Third Eye Centre,,19,,
Y:\Belle & Sebastian\Belle & Sebastian - Tigermilk(1996),Belle & Sebastian,Tigermilk,,10,,
Y:\Belle and Sebastian\Belle and Sebastian - Girls In Peacetime Want To Dance(2015),Belle and Sebastian,Girls in Peacetime Want to Dance,,12,,
Y:\Belle & Sebastian\Belle & Sebastian - Late Night Tales Vol. 2 (2012),Belle And Sebastian,Late Night Tales Vol. 2,,25,,
Y:\Belle & Sebastian\Belle & Sebastian - The Life Pursuit (2006),Belle And Sebastian,The Life Pursuit,,13,,
Y:\Belle & Sebastian\Belle & Sebastian - Write About Love(2010),Belle And Sebastian,Write About Love,,11,,
Y:\Ben Sims\Ben Sims - Various Artists (2013),Ben Sims,Fabric 73 (cat #: Fabric - FABRIC145),,44,,
Y:\Compilations\Various Artists - Hillbillies In Hell Country Music's Tormented Testament (1952-1974) The Resurrection (2018),Ben Wasson & The Hardtimes,Hillbillies In Hell: Country Music's Tormented Testament (1952-1974) The Resurrection,Blues,32,,
"Y:\Ben Webster\Ben Webster - Soulville (2013, Remaster) (1957)",Ben Webster,"Soulville (2013, Remaster)",,7,,
Y:\Gerry Mulligan\Gerry Mulligan - Ben Webster (1959),"Ben Webster, Gerry Mulligan",Gerry Mulligan Meets Ben Webster,,11,,
Y:\Ben Webster\Ben Webster - Oscar Peterson (1959),"Ben Webster, Oscar Peterson",Ben Webster Meets Oscar Peterson,,7,,
Y:\Benjamin Zephaniah\Benjamin Zephaniah - Free South Afrika (1986),Benjamin Zephaniah,Free South Afrika,,4,,
Y:\Compilations\Various Artists - It's Saturday Night! Starday-Dixie Rockabilly 1955-1961 Vol 3 (2012),Benny Joy,It's Saturday Night! Starday-Dixie Rockabilly 1955-1961 Vol 3,,34,,
Y:\Compilations\Various Artists - FabricLive. 11 (Mixed By Bent) (2003),Bent,FabricLive. 11 (Mixed By Bent),,17,,
Y:\Bernard Herrmann\Bernard Herrmann - North By Northwest (2012),Bernard Herrmann,North By Northwest,,28,,
Y:\Compilations\Various Artists - Psycho - The Essential Hitchcock (1999),Bernard Herrmann,Psycho - The Essential Hitchcock [CD 2],,27,,
"Y:\Bert Jansch\Bert Jansch - Bert Jansch (2001, Remaster) (1965)",Bert Jansch,"Bert Jansch (2001, Remaster)",,17,,
Y:\Bert Jansch\Bert Jansch - It Don't Bother Me (1965),Bert Jansch,It Don't Bother Me,,14,,
Y:\Bert Jansch\Bert Jansch - The Black Swan (2006),Bert Jansch,The Black Swan,,12,,
Y:\Bessie Smith\Bessie Smith - ABC of the Blues [52-CD Box Set](2010),Bessie Smith,ABC of the Blues [52-CD Box Set]  [CD 39],,20,Blues,
Y:\Beth Orton\Beth Orton - Central Reservation(1999),Beth Orton,Central Reservation,,12,,
Y:\Bicep\Bicep - Bicep (2017),Bicep,Bicep,Deep House / Tech House / Techno,12,,
Y:\Big Bill Broonzy\Big Bill Broonzy - Blind Blake (2010),Big Bill Broonzy,ABC of the Blues [52-CD Box Set] [CD 5],,20,Blues,
Y:\Big Brother and the Holding Co\Big Brother and the Holding Co - Cheap Thrills (1968),Big Brother and the Holding Co,Cheap Thrills,,7,,
Y:\Big Joe Turner Eddie _Cleanhead_ Vinson\Big Joe Turner Eddie _Cleanhead_ Vinson - ABC of the Blues [52-CD Box Set](2010),Big Joe Turner,ABC of the Blues [52-CD Box Set]  [CD 45],,20,Blues,
Y:\Blind Willie McTell\Blind Willie McTell - Big Maceo (2010),Big Maceo,ABC of the Blues [52-CD Box Set]  [CD 31],,20,Blues,
Y:\Bikini Kill\Bikini Kill - Pussy Whipped (1993),Bikini Kill,Pussy Whipped,,12,,
Y:\Bill Callahan\Bill Callahan - Apocalypse (2011),Bill Callahan,Apocalypse,,7,,
Y:\Bill Callahan\Bill Callahan - Dream River (2013),Bill Callahan,Dream River,,8,,
Y:\Bill Dixon\Bill Dixon - Tapestries For Small Orchestra (2 CD) (2009),Bill Dixon,Tapestries For Small Orchestra (2 CD),,8,,
Y:\Bill Evans\Bill Evans - Bill Evans Alone (1968),Bill Evans,Bill Evans Alone,,12,,
Y:\Bill Evans\Bill Evans - Everybody Digs Bill Evans (1958),Bill Evans,Everybody Digs Bill Evans,,10,,
Y:\Bill Evans\Bill Evans - Sunday At The Village Vanguard (1961),Bill Evans,Sunday At The Village Vanguard,,10,,
Y:\Bill Fay\Bill Fay - Bill Fay (1971),Bill Fay,Bill Fay,,15,,
Y:\Bill Fay\Bill Fay - Life Is People (2012),Bill Fay,Life Is People,"Rock, Folk Rock",12,,
Y:\Bill Fay\Bill Fay - Time Of The Last Persecution (1971),Bill Fay,Time Of The Last Persecution,Blues,14,,
Y:\Compilations\Various Artists - Rockin' In The Jungle 1950s American Jungle Songs (2010),Bill Haley,Rockin' In The Jungle: 1950s American Jungle Songs,,24,,
Y:\Miles Davis - Full Discography Mp3 320 kbps Pack 1\3 Compilations\1998 Panthalassa The Music of Miles Davis 1969-1974 @320,Bill Laswell,Panthalassa The Music of Miles Davis 1969-1974,,4,,
Y:\Bill Laswell\Bill Laswell - Toshinori Kondo (2001),"Bill Laswell, Toshinori Kondo, the Dalai Lama","Life, Space, Death",,4,,
Y:\Chris Corsano\Chris Corsano - Bill Orcutt (2018),"Bill Orcutt, Chris Corsano",Brace Up!,Blues,12,,
Y:\Billie Holiday\Billie_Holiday_-_Billie_Holiday_Essentials__The_Greatest_Songs_Of_The_Jazz_Diva_(2024),Billie Holiday,Billie Holiday Essentials : The Greatest Songs of the Jazz Diva,Jazz,100,,
Y:\Billie Holiday\Billie Holiday - Jazz at the Philharmonic (1958),Billie Holiday,Jazz at the Philharmonic,,30,Jazz,
Y:\Billie Holiday\Billie Holiday - Lady In Satin (1958),Billie Holiday,Lady In Satin,,12,,
Y:\Billie Holiday\Billie Holiday - Songs For Distingue Lovers (1957),Billie Holiday,Songs For Distingue Lovers,,12,,
Y:\Billie Holiday\Billie Holiday - The Definitive Collection(2008),Billie Holiday,The Definitive Collection,,22,,
Y:\Billie Holiday\Billie Holiday - The Definitive Collection(2008) (1),Billie Holiday,The Definitive Collection,,22,,
Y:\Billie Holiday\Billie_Holiday_-_The_Master_Takes_and_Singles_(4CD)_(2008),Billie Holiday,The Master Takes and Singles (4CD),,80,,
Y:\Billie Holiday\Billie Holiday - Lester Young (1946),"Billie Holiday, Lester Young",Complete Billie Holiday  Lester Young 1937-1946 [CD 1],,22,,
Y:\Wilco\Wilco - Billy Bragg (2000),"Billy Bragg, Wilco",Mermaid Avenue Vol. 2,Blues,15,,
Y:\Compilations\Various Artists - Hard to Find 45s on CD - Volume 7 More Sixties Classics (2001),Billy J Kramer & Dakotas,Hard to Find 45s on CD - Volume 7: More Sixties Classics,,19,,
Y:\Compilations\Various Artists - Hard to Find 45s on CD - Volume 8 Seventies Pop Classics (2002),Billy Ocean,Hard to Find 45s on CD - Volume 8: Seventies Pop Classics,,20,,
Y:\Bonnie Prince Billy\Bonnie Prince Billy - Bitchin Bajas (2016),Bitchin Bajas And Bonnie 'Prince' Billy,Epic Jammers And Fortunate Little Ditties,,9,,
Y:\_Untagged\Debut (Japan) (1993),Bjork,Debut (Japan),,1,,
Y:\_Untagged\Post (1995),Bjork,Post,,1,,
Y:\Björk\Debut (1994-01-26),Björk,Debut,,12,,
Y:\Björk\Homogenic (1997),Björk,Homogenic,Blues,10,,
Y:\Björk\Post (1995),Björk,Post,,9,,
Y:\Björk\Post (1995-06-13),Björk,Post,,1,,
Y:\Bjork\Bjork - Utopia (2017),Björk,Utopia,One Little Indian,14,,
Y:\Black Grape\Black Grape - It's Great When You're Straight...Yeah (1995),Black Grape,It's Great When You're Straight...Yeah,,10,,
Y:\Black Lips\Black Lips - Satan's Graffiti Or God's Art (2017),Black Lips,Satan's Graffiti Or God's Art?,Blues,18,,
Y:\Black Lips\Black Lips - Underneath The Rainbow(2014),Black Lips,Underneath The Rainbow,,12,,
Y:\Black Rebel Motorcycle Club\Black Rebel Motorcycle Club - B.R.M.C. (2001),Black Rebel Motorcycle Club,B.R.M.C.,Rock,11,,
Y:\Black Rebel Motorcycle Club\Black Rebel Motorcycle Club - Howl (0),Black Rebel Motorcycle Club,Howl,,13,,
Y:\Compilations\Various Artists - FabricLive 16 - Adam Freeland (2004),Black Rebel Motorcycle Club - Loveburns,FabricLive 16 - Adam Freeland,,16,,
Y:\Skip James\Skip James - Blind Willie Johnson (2010),Blind Willie Johnson,ABC of the Blues [52-CD Box Set]  [CD 20],,20,Blues,
Y:\Bloc Party\Bloc Party - Four (Deluxe Edition) (2012),Bloc Party,Four (Deluxe Edition),Indie Rock,14,,
Y:\Blondie\Blondie - Autoamerican (1980),Blondie,Autoamerican,,12,,
Y:\Blondie\Blondie - Blondie(1976),Blondie,Blondie,,11,,
Y:\Blondie\Blondie - Blondie Singles Collection (1977-1982) (2CD)(2009),Blondie,Blondie Singles Collection (1977-1982) (2CD),,39,,
Y:\Blondie\Blondie - Eat To The Beat (1979),Blondie,Eat To The Beat,,12,,
Y:\Blondie\Blondie - Parallel Lines(1978),Blondie,Parallel Lines,"Indie, Post-Rock & Post-Punk",12,,
Y:\Blondie\Blondie - Plastic Letters(1977),Blondie,Plastic Letters,,17,,
Y:\Blondie\Blondie - The Hunter (1982),Blondie,The Hunter,,11,,
Y:\Blood Orange\Blood Orange - Cupid Deluxe (2013),Blood Orange,Cupid Deluxe,,12,,
Y:\Blossom Dearie\Blossom Dearie - Blossom Dearie (1956),Blossom Dearie,Blossom Dearie,,17,,
Y:\Blossom Dearie\Blossom Dearie - Blossom Dearie For Cafe Apres-Midi (2003),Blossom Dearie,Blossom Dearie For Cafe Apres-Midi,,29,,
Y:\Blossom Dearie\Blossom Dearie - My Gentleman Friend (1959),Blossom Dearie,My Gentleman Friend,,10,,
Y:\Blossom Dearie\Blossom Dearie - The Pianist Les Blue Stars (1954-1955) (2002),Blossom Dearie,The Pianist: Les Blue Stars (1954-1955),,12,,
Y:\Blossom Dearie\Blossom Dearie - Verve Jazz Masters 51 (1996),Blossom Dearie,Verve Jazz Masters 51,,16,,
Y:\Blue Brazil\Blue Brazil - Blue Note In A Latin Groove (1999),Blue Brazil,Blue Note In A Latin Groove,,17,,
Y:\Bluetones\Bluetones - Expecting To Fly (1996),Bluetones,Expecting To Fly,,11,,
Y:\Blur\Blur - Blur (1997),Blur,Blur,,15,,
Y:\Blur\Blur - Leisure (1991),Blur,Leisure,Britpop,12,,
Y:\Blur\Blur - Modern Life Is Rubbish (1993),Blur,Modern Life Is Rubbish,,14,,
Y:\Blur\Blur - Parklife (1994),Blur,Parklife,,16,,
Y:\Blur\Blur - The Ballad of Darren (Deluxe Edition) (2023),Blur,The Ballad of Darren (Deluxe Edition),Brit-Pop / Indie-Rock,12,,
Y:\Blur\Blur - The Best of Blur (2000),Blur,The Best of Blur,,18,,
Y:\Blur\Blur - The Great Escape (1995),Blur,The Great Escape,,15,,
Y:\Blur\Blur - The Magic Whip(2015),Blur,The Magic Whip,Blues,12,,
Y:\Blur\Blur - Think Tank (2003),Blur,Think Tank,,13,,
Y:\Bo Diddley\Bo Diddley - ABC of the Blues [52-CD Box Set](2010),Bo Diddley,ABC of the Blues [52-CD Box Set] [CD 8],,20,Blues,
Y:\Boards of Canada\Boards of Canada - Geogaddi (2002),Boards of Canada,Geogaddi,Blues,24,,
Y:\Boards of Canada\Boards of Canada - Music Has The Right To Children (1998),Boards of Canada,Music Has The Right To Children,,17,,
Y:\Boards of Canada\Boards of Canada - Peel Session (1999),Boards of Canada,Peel Session,Blues,3,,
Y:\Boards of Canada\Boards of Canada - Trans Canada Highway (2006),Boards of Canada,Trans Canada Highway,,6,,
Y:\Boards of Canada\Boards of Canada - Ctrl All Del (2014),"Boards of Canada, Ctrl All Del",The Phasefire Camphead,,16,,
Y:\Bob Dylan\Bob Dylan - Another Side Of Bob Dylan(1964),Bob Dylan,Another Side Of Bob Dylan,Rock,11,,
Y:\Bob Dylan\Bob Dylan - Blonde On Blonde (2013_ Remaster)(1966),Bob Dylan,"Blonde On Blonde (2013, Remaster)",,14,,
Y:\Bob Dylan\Bob Dylan - Blood On The Tracks (1974),Bob Dylan,Blood On The Tracks,,10,,
Y:\Bob Dylan\Bob Dylan - Bob Dylan(1961),Bob Dylan,Bob Dylan,,13,,
Y:\Bob Dylan\Bob Dylan - Bob Dylan_s Greatest Hits Vol. II (2013_ Remaster)(1971),Bob Dylan,"Bob Dylan's Greatest Hits Vol. II (2013, Remaster) [CD 2]",,21,,
Y:\Bob Dylan\Bob Dylan - Bob Dylan_s Greatest Hits Vol.1(1967),Bob Dylan,Bob Dylan's Greatest Hits Vol.1,,10,,
Y:\Bob Dylan\Bob Dylan - Bringing It All Back Home (2012_ Remaster)(1965),Bob Dylan,"Bringing It All Back Home (2012, Remaster)",,11,,
Y:\Bob Dylan\Bob Dylan - Christmas In The Heart (2009),Bob Dylan,Christmas In The Heart,,15,,
Y:\Bob Dylan\Bob Dylan - Desire (1975),Bob Dylan,Desire,,9,,
Y:\Bob Dylan\Bob Dylan - Down In The Groove (1988),Bob Dylan,Down In The Groove,,10,,
Y:\Bob Dylan\Bob Dylan - Empire Burlesque (1985),Bob Dylan,Empire Burlesque,,10,,
Y:\Bob Dylan\Bob Dylan - Freewheelin_ Bob Dylan(1963),Bob Dylan,Freewheelin' Bob Dylan,,13,,
Y:\Bob Dylan\Bob Dylan - Good As I Been To You (1992),Bob Dylan,Good As I Been To You,,13,,
Y:\Bob Dylan\Bob Dylan - Highway 61 Revisited (2013_ Remaster - Japan)(1965),Bob Dylan,"Highway 61 Revisited (2013, Remaster - Japan)",,9,,
Y:\Bob Dylan\Bob Dylan - Infidels (1983),Bob Dylan,Infidels,,8,,
Y:\Bob Dylan\Bob Dylan - John Wesley Harding (2003_ Remaster)(1967),Bob Dylan,"John Wesley Harding (2003, Remaster)",,12,Rock,
Y:\Bob Dylan\Bob Dylan - Knocked Out Loaded (1986),Bob Dylan,Knocked Out Loaded,,8,,
"Y:\Bob Dylan\Bob Dylan - Love And Theft (2003, Remastered USA) (2001)",Bob Dylan,"Love And Theft (2003, Remastered USA) (cat #: Columbia Records / Sony - 90340)",,12,,
Y:\Bob Dylan\Bob Dylan - Modern Times (2006),Bob Dylan,Modern Times,,10,,
Y:\Bob Dylan\Bob Dylan - Nashville Skyline (2003_ Remaster)(1969),Bob Dylan,"Nashville Skyline (2003, Remaster)",,10,,
Y:\Bob Dylan\Bob Dylan - New Morning (1970),Bob Dylan,New Morning,,12,,
Y:\Bob Dylan\Bob Dylan - Oh Mercy (1989),Bob Dylan,Oh Mercy,,10,,
Y:\Bob Dylan\Bob Dylan - Pat Garrett & Billy The Kid (1973),Bob Dylan,Pat Garrett & Billy the Kid,Folk/Rock,10,,
Y:\Bob Dylan\Bob Dylan - Saved (1980),Bob Dylan,Saved,,9,,
Y:\Bob Dylan\Bob Dylan - Shadows In The Night (2015),Bob Dylan,Shadows In The Night,Blues,10,,
Y:\Bob Dylan\Bob Dylan - Shot Of Love (1981),Bob Dylan,Shot Of Love,,10,,
Y:\Bob Dylan\Bob Dylan - Slow Train Coming (1979),Bob Dylan,Slow Train Coming,,9,,
Y:\Bob Dylan\Bob Dylan - Street Legal (1978),Bob Dylan,Street Legal,,9,,
Y:\Bob Dylan\Bob Dylan - Tell Tale Signs the Bootleg Series Vol.8 (2CD) (2008),Bob Dylan,Tell Tale Signs: the Bootleg Series Vol.8 (2CD),,27,,
Y:\Bob Dylan\Bob Dylan - Tempest (2012),Bob Dylan,Tempest,,10,,
Y:\Compilations\Various Artists - The Big Lebowski (Original Soundtrack) (1998),Bob Dylan,The Big Lebowski (Original Soundtrack),,14,,
Y:\Bob Dylan\Bob Dylan - The Bootleg Series Vol. 10 Another Self Portrait 1969-1971 (Deluxe Edition) (2013),Bob Dylan,The Bootleg Series Vol. 10: Another Self Portrait 1969-1971 (Deluxe Edition) [CD 4]: Self Portrait,,59,,
